date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,rating1_pre,rating2_pre,pitcher1,pitcher2,pitcher1_rgs,pitcher2_rgs,pitcher1_adj,pitcher2_adj,rating_prob1,rating_prob2,rating1_post,rating2_post,score1,score2
2022-10-05,2022,0,,PIT,STL,1422.23721231591,1550.52361407937,0.3542703065925871,0.6457296934074128,,,1423.35623245638,1532.43238869835,,,,,,,0.3711797770411376,0.6288202229588624,,,,
2022-10-05,2022,0,,BAL,TOR,1503.06695499972,1543.70686835246,0.47607153255209633,0.5239284674479037,,,1486.41625161535,1547.89167739423,,,,,,,0.43417470431184735,0.5658252956881527,,,,
2022-10-05,2022,0,,OAK,ANA,1453.531011644,1464.16380611447,0.5192274689522507,0.4807725310477493,,,1435.25872046885,1482.97256196986,,,,,,,0.4637209305653139,0.5362790694346862,,,,
2022-10-04,2022,0,,LAD,COL,1619.76697157209,1457.77532172643,0.7447212688160589,0.25527873118394107,,,1619.58362604847,1452.32675717776,,,,,,,0.7521749724615011,0.2478250275384989,,,,
2022-10-04,2022,0,,SEA,DET,1529.66882890621,1450.28206518784,0.644544099568911,0.355455900431089,,,1519.08915266924,1452.9090698157,,,,,,,0.6392740864530483,0.3607259135469517,,,,
2022-10-04,2022,0,,SDP,SFG,1506.35829255081,1513.29490895331,0.5245364586008091,0.4754635413991909,,,1519.75273373559,1503.32216831074,,,,,,,0.5656799277455438,0.43432007225445624,,,,
2022-10-04,2022,0,,OAK,ANA,1453.531011644,1464.16380611447,0.5192274689522507,0.4807725310477493,,,1435.25872046885,1482.97256196986,,,,,,,0.4637209305653139,0.5362790694346862,,,,
2022-10-04,2022,0,,HOU,PHI,1578.16110976691,1533.29589664927,0.597827231472325,0.40217276852767503,,,1569.82486908797,1538.29282238671,,,,,,,0.5917587636864523,0.4082412363135477,,,,
2022-10-04,2022,0,,CHW,MIN,1506.47761733942,1497.8201934419,0.5468598869889367,0.4531401130110633,,,1514.76839775858,1505.97177876253,,,,,,,0.5529377519126236,0.4470622480873764,,,,
2022-10-04,2022,0,,TEX,NYY,1485.57122151403,1563.36700424747,0.4231944557158357,0.5768055442841643,,,1481.62308362923,1572.17224857461,,,,,,,0.41319625624218587,0.5868037437578142,,,,
2022-10-04,2022,0,,MIL,ARI,1516.94948368443,1475.65083386569,0.5928812572648222,0.4071187427351778,,,1527.25750090565,1470.15006842436,,,,,,,0.6176772905057376,0.3823227094942624,,,,
2022-10-04,2022,0,,NYM,WSN,1557.28122880607,1429.16021889296,0.7059259885002651,0.2940740114997349,,,1562.21796020713,1434.73453943147,,,,,,,0.7108607265162356,0.28913927348376445,,,,
2022-10-04,2022,0,,BOS,TBD,1493.31999130187,1545.21848370718,0.45993691157494243,0.5400630884250576,,,1507.19860429401,1532.57742462304,,,,,,,0.4930195903381176,0.5069804096618824,,,,
2022-10-04,2022,0,,BAL,TOR,1503.06695499972,1543.70686835246,0.47607153255209633,0.5239284674479037,,,1486.41625161535,1547.89167739423,,,,,,,0.43417470431184735,0.5658252956881527,,,,
2022-10-04,2022,0,,FLA,ATL,1463.90632465534,1577.92179532897,0.373280084070479,0.6267199159295209,,,1474.65666233872,1575.4411920904,,,,,,,0.38837591785796016,0.6116240821420398,,,,
2022-10-04,2022,0,,CIN,CHC,1465.28421435019,1469.2591068075,0.5287865769327211,0.47121342306727887,,,1468.71288510547,1471.36043989285,,,,,,,0.5222255832393554,0.4777744167606446,,,,
2022-10-04,2022,0,,PIT,STL,1422.23721231591,1550.52361407937,0.3542703065925871,0.6457296934074128,,,1423.35623245638,1532.43238869835,,,,,,,0.3711797770411376,0.6288202229588624,,,,
2022-10-04,2022,0,,SEA,DET,1529.66882890621,1450.28206518784,0.644544099568911,0.355455900431089,,,1519.08915266924,1452.9090698157,,,,,,,0.6392740864530483,0.3607259135469517,,,,
2022-10-04,2022,0,,CLE,KCR,1522.11014741813,1454.8618755621,0.628378604523308,0.37162139547669204,,,1514.53131081499,1453.19687131175,,,,,,,0.6222833386341868,0.37771666136581317,,,,
2022-10-04,2022,0,,TEX,NYY,1485.57122151403,1563.36700424747,0.4231944557158357,0.5768055442841643,,,1481.62308362923,1572.17224857461,,,,,,,0.41319625624218587,0.5868037437578142,,,,
2022-10-03,2022,0,,LAD,COL,1619.76697157209,1457.77532172643,0.7447212688160589,0.25527873118394107,,,1619.58362604847,1452.32675717776,,,,,,,0.7521749724615011,0.2478250275384989,,,,
2022-10-03,2022,0,,SEA,DET,1529.66882890621,1450.28206518784,0.644544099568911,0.355455900431089,,,1519.08915266924,1452.9090698157,,,,,,,0.6443886069138506,0.3556113930861494,,,,
2022-10-03,2022,0,,SDP,SFG,1506.35829255081,1513.29490895331,0.5245364586008091,0.4754635413991909,,,1519.75273373559,1503.32216831074,,,,,,,0.569056330077118,0.430943669922882,,,,
2022-10-03,2022,0,,OAK,ANA,1453.531011644,1464.16380611447,0.5192274689522507,0.4807725310477493,,,1435.25872046885,1482.97256196986,,,,,,,0.46299198166773664,0.5370080183322634,,,,
2022-10-03,2022,0,,HOU,PHI,1578.16110976691,1533.29589664927,0.597827231472325,0.40217276852767503,,,1569.82486908797,1538.29282238671,,,,,,,0.596357020625833,0.40364297937416704,,,,
2022-10-03,2022,0,,CHW,MIN,1506.47761733942,1497.8201934419,0.5468598869889367,0.4531401130110633,,,1514.76839775858,1505.97177876253,,,,,,,0.5503704645887123,0.4496295354112877,,,,
2022-10-03,2022,0,,MIL,ARI,1516.94948368443,1475.65083386569,0.5928812572648222,0.4071187427351778,,,1527.25750090565,1470.15006842436,,,,,,,0.6228259163371642,0.3771740836628358,,,,
2022-10-03,2022,0,,NYM,WSN,1557.28122880607,1429.16021889296,0.7059259885002651,0.2940740114997349,,,1562.21796020713,1434.73453943147,,,,,,,0.7097085241198636,0.2902914758801364,,,,
2022-10-03,2022,0,,BOS,TBD,1493.31999130187,1545.21848370718,0.45993691157494243,0.5400630884250576,,,1507.19860429401,1532.57742462304,,,,,,,0.49487581975418704,0.505124180245813,,,,
2022-10-03,2022,0,,TEX,NYY,1485.57122151403,1563.36700424747,0.4231944557158357,0.5768055442841643,,,1481.62308362923,1572.17224857461,,,,,,,0.4134266795534776,0.5865733204465224,,,,
2022-10-03,2022,0,,BAL,TOR,1503.06695499972,1543.70686835246,0.47607153255209633,0.5239284674479037,,,1486.41625161535,1547.89167739423,,,,,,,0.434747366667201,0.565252633332799,,,,
2022-10-03,2022,0,,FLA,ATL,1463.90632465534,1577.92179532897,0.373280084070479,0.6267199159295209,,,1474.65666233872,1575.4411920904,,,,,,,0.3873687648758267,0.6126312351241733,,,,
2022-10-03,2022,0,,CIN,CHC,1465.28421435019,1469.2591068075,0.5287865769327211,0.47121342306727887,,,1468.71288510547,1471.36043989285,,,,,,,0.5222255832393554,0.4777744167606446,,,,
2022-10-03,2022,0,,PIT,STL,1422.23721231591,1550.52361407937,0.3542703065925871,0.6457296934074128,,,1423.35623245638,1532.43238869835,,,,,,,0.3711797770411376,0.6288202229588624,,,,
2022-10-03,2022,0,,CLE,KCR,1522.11014741813,1454.8618755621,0.628378604523308,0.37162139547669204,,,1514.53131081499,1453.19687131175,,,,,,,0.6222833386341868,0.37771666136581317,,,,
2022-10-02,2022,0,,SEA,OAK,1529.66882890621,1453.531011644,0.6402477505648428,0.35975224943515716,,,1519.08915266924,1435.25872046885,,,,,,,0.6651925293134917,0.3348074706865083,,,,
2022-10-02,2022,0,,SDP,CHW,1506.35829255081,1506.47761733942,0.534313035319115,0.465686964680885,,,1519.75273373559,1514.76839775858,,,,,,,0.5464714135592719,0.45352858644072813,,,,
2022-10-02,2022,0,,LAD,COL,1619.76697157209,1457.77532172643,0.7447212688160589,0.25527873118394107,,,1619.58362604847,1452.32675717776,,,,,,,0.7521749724615011,0.2478250275384989,,,,
2022-10-02,2022,0,,ANA,TEX,1464.16380611447,1485.57122151403,0.5037309599090748,0.4962690400909252,,,1482.97256196986,1481.62308362923,,,,,,,0.5375856637866219,0.46241433621337813,,,,
2022-10-02,2022,0,,SFG,ARI,1513.29490895331,1475.65083386569,0.5877936363029717,0.41220636369702834,,,1503.32216831074,1470.15006842436,,,,,,,0.5781321300136929,0.4218678699863071,,,,
2022-10-02,2022,0,,CHC,CIN,1469.2591068075,1465.28421435019,0.5401723291196471,0.4598276708803529,,,1471.36043989285,1468.71288510547,,,,,,,0.5467007946336734,0.4532992053663266,,,,
2022-10-02,2022,0,,STL,PIT,1550.52361407937,1422.23721231591,0.7061235946468015,0.2938764053531985,,,1532.43238869835,1423.35623245638,,,,,,,0.6907160643843198,0.30928393561568024,,,,
2022-10-02,2022,0,,MIL,FLA,1516.94948368443,1463.90632465534,0.6090917591156938,0.3909082408843062,,,1527.25750090565,1474.65666233872,,,,,,,0.6149892551915178,0.3850107448084822,,,,
2022-10-02,2022,0,,HOU,TBD,1578.16110976691,1545.21848370718,0.5812210915418733,0.4187789084581267,,,1569.82486908797,1532.57742462304,,,,,,,0.5890562417446972,0.4109437582553028,,,,
2022-10-02,2022,0,,CLE,KCR,1522.11014741813,1454.8618755621,0.628378604523308,0.37162139547669204,,,1514.53131081499,1453.19687131175,,,,,,,0.6222833386341868,0.37771666136581317,,,,
2022-10-02,2022,0,,TOR,BOS,1543.70686835246,1493.31999130187,0.6054450258549561,0.3945549741450439,,,1547.89167739423,1507.19860429401,,,,,,,0.6025184106713202,0.39748158932867983,,,,
2022-10-02,2022,0,,WSN,PHI,1429.16021889296,1533.29589664927,0.38667793729755295,0.613322062702447,,,1434.73453943147,1538.29282238671,,,,,,,0.40651910669882696,0.593480893301173,,,,
2022-10-02,2022,0,,NYY,BAL,1563.36700424747,1503.06695499972,0.6189915555796317,0.3810084444203683,,,1572.17224857461,1486.41625161535,,,,,,,0.6477653951824448,0.3522346048175552,,,,
2022-10-02,2022,0,,ATL,NYM,1577.92179532897,1557.28122880607,0.5638917375670796,0.43610826243292045,,,1575.4411920904,1562.21796020713,,,,,,,0.5411159756690209,0.4588840243309791,,,,
2022-10-02,2022,0,,DET,MIN,1450.28206518784,1497.8201934419,0.46617764078399776,0.5338223592160023,,,1452.9090698157,1505.97177876253,,,,,,,0.4588913637218642,0.5411086362781359,,,,
2022-10-01,2022,0,,LAD,COL,1619.76697157209,1457.77532172643,0.7447212688160589,0.25527873118394107,,,1619.58362604847,1452.32675717776,,,,,,,0.7521749724615011,0.2478250275384989,,,,
2022-10-01,2022,0,,ANA,TEX,1464.16380611447,1485.57122151403,0.5037309599090748,0.4962690400909252,,,1482.97256196986,1481.62308362923,,,,,,,0.5375856637866219,0.46241433621337813,,,,
2022-10-01,2022,0,,SDP,CHW,1506.35829255081,1506.47761733942,0.534313035319115,0.465686964680885,,,1519.75273373559,1514.76839775858,,,,,,,0.5464714135592719,0.45352858644072813,,,,
2022-10-01,2022,0,,ATL,NYM,1577.92179532897,1557.28122880607,0.5638917375670796,0.43610826243292045,,,1575.4411920904,1562.21796020713,,,,,,,0.5411159756690209,0.4588840243309791,,,,
2022-10-01,2022,0,,STL,PIT,1550.52361407937,1422.23721231591,0.7061235946468015,0.2938764053531985,,,1532.43238869835,1423.35623245638,,,,,,,0.6907160643843198,0.30928393561568024,,,,
2022-10-01,2022,0,,MIL,FLA,1516.94948368443,1463.90632465534,0.6090917591156938,0.3909082408843062,,,1527.25750090565,1474.65666233872,,,,,,,0.6149892551915178,0.3850107448084822,,,,
2022-10-01,2022,0,,HOU,TBD,1578.16110976691,1545.21848370718,0.5812210915418733,0.4187789084581267,,,1569.82486908797,1532.57742462304,,,,,,,0.5890562417446972,0.4109437582553028,,,,
2022-10-01,2022,0,,WSN,PHI,1429.16021889296,1533.29589664927,0.38667793729755295,0.613322062702447,,,1434.73453943147,1538.29282238671,,,,,,,0.40651910669882696,0.593480893301173,,,,
2022-10-01,2022,0,,DET,MIN,1450.28206518784,1497.8201934419,0.46617764078399776,0.5338223592160023,,,1452.9090698157,1505.97177876253,,,,,,,0.4588913637218642,0.5411086362781359,,,,
2022-10-01,2022,0,,CLE,KCR,1522.11014741813,1454.8618755621,0.628378604523308,0.37162139547669204,,,1514.53131081499,1453.19687131175,,,,,,,0.6222833386341868,0.37771666136581317,,,,
2022-10-01,2022,0,,SEA,OAK,1529.66882890621,1453.531011644,0.6402477505648428,0.35975224943515716,,,1519.08915266924,1435.25872046885,,,,,,,0.6651925293134917,0.3348074706865083,,,,
2022-10-01,2022,0,,SFG,ARI,1513.29490895331,1475.65083386569,0.5877936363029717,0.41220636369702834,,,1503.32216831074,1470.15006842436,,,,,,,0.5781321300136929,0.4218678699863071,,,,
2022-10-01,2022,0,,TOR,BOS,1543.70686835246,1493.31999130187,0.6054450258549561,0.3945549741450439,,,1547.89167739423,1507.19860429401,,,,,,,0.6025184106713202,0.39748158932867983,,,,
2022-10-01,2022,0,,CHC,CIN,1469.2591068075,1465.28421435019,0.5401723291196471,0.4598276708803529,,,1471.36043989285,1468.71288510547,,,,,,,0.5467007946336734,0.4532992053663266,,,,
2022-10-01,2022,0,,WSN,PHI,1429.16021889296,1533.29589664927,0.38667793729755295,0.613322062702447,,,1434.73453943147,1538.29282238671,,,,,,,0.40651910669882696,0.593480893301173,,,,
2022-10-01,2022,0,,NYY,BAL,1563.36700424747,1503.06695499972,0.6189915555796317,0.3810084444203683,,,1572.17224857461,1486.41625161535,,,,,,,0.6477653951824448,0.3522346048175552,,,,
2022-09-30,2022,0,,SFG,ARI,1513.29490895331,1475.65083386569,0.5877936363029717,0.41220636369702834,,,1503.32216831074,1470.15006842436,,,,,,,0.5800385611715391,0.41996143882846093,,,,
2022-09-30,2022,0,,LAD,COL,1619.76697157209,1457.77532172643,0.7447212688160589,0.25527873118394107,,,1619.58362604847,1452.32675717776,,,,,,,0.7528990926744471,0.2471009073255529,,,,
2022-09-30,2022,0,,SEA,OAK,1529.66882890621,1453.531011644,0.6402477505648428,0.35975224943515716,,,1519.08915266924,1435.25872046885,,,,,,,0.6691271853112978,0.3308728146887022,,,,
2022-09-30,2022,0,,SDP,CHW,1506.35829255081,1506.47761733942,0.534313035319115,0.465686964680885,,,1519.75273373559,1514.76839775858,,,,,,,0.5515648646627122,0.44843513533728785,,,,
2022-09-30,2022,0,,ANA,TEX,1464.16380611447,1485.57122151403,0.5037309599090748,0.4962690400909252,,,1482.97256196986,1481.62308362923,,,,,,,0.5419873940876555,0.4580126059123445,,,,
2022-09-30,2022,0,,STL,PIT,1550.52361407937,1422.23721231591,0.7061235946468015,0.2938764053531985,,,1532.43238869835,1423.35623245638,,,,,,,0.6912306093549188,0.30876939064508124,,,,
2022-09-30,2022,0,,MIL,FLA,1516.94948368443,1463.90632465534,0.6090917591156938,0.3909082408843062,,,1527.25750090565,1474.65666233872,,,,,,,0.6149892551915178,0.3850107448084822,,,,
2022-09-30,2022,0,,HOU,TBD,1578.16110976691,1545.21848370718,0.5812210915418733,0.4187789084581267,,,1569.82486908797,1532.57742462304,,,,,,,0.5967169147962457,0.40328308520375433,,,,
2022-09-30,2022,0,,ATL,NYM,1577.92179532897,1557.28122880607,0.5638917375670796,0.43610826243292045,,,1575.4411920904,1562.21796020713,,,,,,,0.5415375475392319,0.4584624524607681,,,,
2022-09-30,2022,0,,DET,MIN,1450.28206518784,1497.8201934419,0.46617764078399776,0.5338223592160023,,,1452.9090698157,1505.97177876253,,,,,,,0.46251071312363634,0.5374892868763637,,,,
2022-09-30,2022,0,,CLE,KCR,1522.11014741813,1454.8618755621,0.628378604523308,0.37162139547669204,,,1514.53131081499,1453.19687131175,,,,,,,0.6241681032320157,0.37583189676798434,,,,
2022-09-30,2022,0,,TOR,BOS,1543.70686835246,1493.31999130187,0.6054450258549561,0.3945549741450439,,,1547.89167739423,1507.19860429401,,,,,,,0.6088946184607652,0.3911053815392348,,,,
2022-09-30,2022,0,,WSN,PHI,1429.16021889296,1533.29589664927,0.38667793729755295,0.613322062702447,,,1434.73453943147,1538.29282238671,,,,,,,0.4133622599532191,0.5866377400467808,,,,
2022-09-30,2022,0,,NYY,BAL,1563.36700424747,1503.06695499972,0.6189915555796317,0.3810084444203683,,,1572.17224857461,1486.41625161535,,,,,,,0.6502366294956264,0.34976337050437356,,,,
2022-09-30,2022,0,,CHC,CIN,1469.2591068075,1465.28421435019,0.5401723291196471,0.4598276708803529,,,1471.36043989285,1468.71288510547,,,,,,,0.5467103751818373,0.4532896248181627,,,,
2022-09-29,2022,0,,SFG,COL,1513.29490895331,1457.77532172643,0.612480643667922,0.387519356332078,,,1503.32216831074,1452.32675717776,,,,,,,0.612801456563888,0.38719854343611204,,,,
2022-09-29,2022,0,,SEA,TEX,1529.66882890621,1485.57122151403,0.5967643879679229,0.40323561203207714,,,1519.08915266924,1481.62308362923,,,,,,,0.6023977254346073,0.39760227456539265,,,,
2022-09-29,2022,0,,SDP,LAD,1506.35829255081,1619.76697157209,0.37409759852916386,0.6259024014708361,,,1519.75273373559,1619.58362604847,,,,,,,0.4044647616220511,0.5955352383779489,,,,
2022-09-29,2022,0,,ANA,OAK,1464.16380611447,1453.531011644,0.549676173432157,0.450323826567843,,,1482.97256196986,1435.25872046885,,,,,,,0.6038856580149042,0.39611434198509576,,,,
2022-09-29,2022,0,,MIL,FLA,1516.94948368443,1463.90632465534,0.6090917591156938,0.3909082408843062,,,1527.25750090565,1474.65666233872,,,,,,,0.6188107435294646,0.38118925647053536,,,,
2022-09-29,2022,0,,CLE,TBD,1522.11014741813,1545.21848370718,0.5012832044132315,0.4987167955867685,,,1514.53131081499,1532.57742462304,,,,,,,0.5143179651017011,0.48568203489829886,,,,
2022-09-29,2022,0,,CHC,PHI,1469.2591068075,1533.29589664927,0.44263611764920635,0.5573638823507936,,,1471.36043989285,1538.29282238671,,,,,,,0.4523790306676566,0.5476209693323434,,,,
2022-09-29,2022,0,,BOS,BAL,1493.31999130187,1503.06695499972,0.5205002691883647,0.4794997308116353,,,1507.19860429401,1486.41625161535,,,,,,,0.5654557050912468,0.43454429490875324,,,,
2022-09-29,2022,0,,MIN,CHW,1497.8201934419,1506.47761733942,0.5220654008009722,0.4779345991990278,,,1505.97177876253,1514.76839775858,,,,,,,0.5159352570826231,0.4840647429173769,,,,
2022-09-29,2022,0,,DET,KCR,1450.28206518784,1454.8618755621,0.5279188295389112,0.4720811704610888,,,1452.9090698157,1453.19687131175,,,,,,,0.5285352709740182,0.4714647290259818,,,,
2022-09-28,2022,0,,SFG,COL,1513.29490895331,1457.77532172643,0.612480643667922,0.387519356332078,,,1503.32216831074,1452.32675717776,,,,,,,0.612801456563888,0.38719854343611204,,,,
2022-09-28,2022,0,,SEA,TEX,1529.66882890621,1485.57122151403,0.5967643879679229,0.40323561203207714,,,1519.08915266924,1481.62308362923,,,,,,,0.6023977254346073,0.39760227456539265,,,,
2022-09-28,2022,0,,SDP,LAD,1506.35829255081,1619.76697157209,0.37409759852916386,0.6259024014708361,,,1519.75273373559,1619.58362604847,,,,,,,0.4044647616220511,0.5955352383779489,,,,
2022-09-28,2022,0,,ANA,OAK,1464.16380611447,1453.531011644,0.549676173432157,0.450323826567843,,,1482.97256196986,1435.25872046885,,,,,,,0.6038856580149042,0.39611434198509576,,,,
2022-09-28,2022,0,,HOU,ARI,1578.16110976691,1475.65083386569,0.6744215004698182,0.3255784995301818,,,1569.82486908797,1470.15006842436,,,,,,,0.6689284978274641,0.3310715021725359,,,,
2022-09-28,2022,0,,MIN,CHW,1497.8201934419,1506.47761733942,0.5220654008009722,0.4779345991990278,,,1505.97177876253,1514.76839775858,,,,,,,0.5159352570826231,0.4840647429173769,,,,
2022-09-28,2022,0,,MIL,STL,1516.94948368443,1550.52361407937,0.48622520531489716,0.5137747946851028,,,1527.25750090565,1532.43238869835,,,,,,,0.5261308451537164,0.47386915484628356,,,,
2022-09-28,2022,0,,CHC,PHI,1469.2591068075,1533.29589664927,0.44263611764920635,0.5573638823507936,,,1471.36043989285,1538.29282238671,,,,,,,0.4523790306676566,0.5476209693323434,,,,
2022-09-28,2022,0,,NYM,FLA,1557.28122880607,1463.90632465534,0.6627703195260345,0.3372296804739655,,,1562.21796020713,1474.65666233872,,,,,,,0.6690238328372928,0.33097616716270717,,,,
2022-09-28,2022,0,,BOS,BAL,1493.31999130187,1503.06695499972,0.5205002691883647,0.4794997308116353,,,1507.19860429401,1486.41625161535,,,,,,,0.5654557050912468,0.43454429490875324,,,,
2022-09-28,2022,0,,TOR,NYY,1543.70686835246,1563.36700424747,0.5062452416877884,0.4937547583122116,,,1547.89167739423,1572.17224857461,,,,,,,0.5175109712098951,0.4824890287901049,,,,
2022-09-28,2022,0,,WSN,ATL,1429.16021889296,1577.92179532897,0.32779270297687063,0.6722072970231294,,,1434.73453943147,1575.4411920904,,,,,,,0.34300331892565794,0.6569966810743421,,,,
2022-09-28,2022,0,,DET,KCR,1450.28206518784,1454.8618755621,0.5279188295389112,0.4720811704610888,,,1452.9090698157,1453.19687131175,,,,,,,0.5285352709740182,0.4714647290259818,,,,
2022-09-28,2022,0,,CLE,TBD,1522.11014741813,1545.21848370718,0.5012832044132315,0.4987167955867685,,,1514.53131081499,1532.57742462304,,,,,,,0.5143179651017011,0.48568203489829886,,,,
2022-09-28,2022,0,,PIT,CIN,1422.23721231591,1465.28421435019,0.4726165880134397,0.5273834119865604,,,1423.35623245638,1468.71288510547,,,,,,,0.4735830597018076,0.5264169402981924,,,,
2022-09-27,2022,0,,SFG,COL,1513.29490895331,1457.77532172643,0.612480643667922,0.387519356332078,,,1503.32216831074,1452.32675717776,,,,,,,0.6132873767947662,0.3867126232052338,,,,
2022-09-27,2022,0,,SEA,TEX,1529.66882890621,1485.57122151403,0.5967643879679229,0.40323561203207714,,,1519.08915266924,1481.62308362923,,,,,,,0.602563973912834,0.397436026087166,,,,
2022-09-27,2022,0,,SDP,LAD,1506.35829255081,1619.76697157209,0.37409759852916386,0.6259024014708361,,,1519.75273373559,1619.58362604847,,,,,,,0.4024983848906066,0.5975016151093935,,,,
2022-09-27,2022,0,,ANA,OAK,1464.16380611447,1453.531011644,0.549676173432157,0.450323826567843,,,1482.97256196986,1435.25872046885,,,,,,,0.6020300095376618,0.39796999046233816,,,,
2022-09-27,2022,0,,HOU,ARI,1578.16110976691,1475.65083386569,0.6744215004698182,0.3255784995301818,,,1569.82486908797,1470.15006842436,,,,,,,0.668643102489505,0.331356897510495,,,,
2022-09-27,2022,0,,MIN,CHW,1497.8201934419,1506.47761733942,0.5220654008009722,0.4779345991990278,,,1505.97177876253,1514.76839775858,,,,,,,0.5190991144794642,0.4809008855205358,,,,
2022-09-27,2022,0,,MIL,STL,1516.94948368443,1550.52361407937,0.48622520531489716,0.5137747946851028,,,1527.25750090565,1532.43238869835,,,,,,,0.5284194729428697,0.47158052705713027,,,,
2022-09-27,2022,0,,CHC,PHI,1469.2591068075,1533.29589664927,0.44263611764920635,0.5573638823507936,,,1471.36043989285,1538.29282238671,,,,,,,0.4529540645217764,0.5470459354782236,,,,
2022-09-27,2022,0,,NYM,FLA,1557.28122880607,1463.90632465534,0.6627703195260345,0.3372296804739655,,,1562.21796020713,1474.65666233872,,,,,,,0.6676834481686299,0.3323165518313701,,,,
2022-09-27,2022,0,,BOS,BAL,1493.31999130187,1503.06695499972,0.5205002691883647,0.4794997308116353,,,1507.19860429401,1486.41625161535,,,,,,,0.5654557050912468,0.43454429490875324,,,,
2022-09-27,2022,0,,TOR,NYY,1543.70686835246,1563.36700424747,0.5062452416877884,0.4937547583122116,,,1547.89167739423,1572.17224857461,,,,,,,0.5175109712098951,0.4824890287901049,,,,
2022-09-27,2022,0,,WSN,ATL,1429.16021889296,1577.92179532897,0.32779270297687063,0.6722072970231294,,,1434.73453943147,1575.4411920904,,,,,,,0.34300331892565794,0.6569966810743421,,,,
2022-09-27,2022,0,,DET,KCR,1450.28206518784,1454.8618755621,0.5279188295389112,0.4720811704610888,,,1452.9090698157,1453.19687131175,,,,,,,0.5296134990080275,0.47038650099197254,,,,
2022-09-27,2022,0,,PIT,CIN,1422.23721231591,1465.28421435019,0.4726165880134397,0.5273834119865604,,,1423.35623245638,1468.71288510547,,,,,,,0.4735830597018076,0.5264169402981924,,,,
2022-09-27,2022,0,,CLE,TBD,1522.11014741813,1545.21848370718,0.5012832044132315,0.4987167955867685,,,1514.53131081499,1532.57742462304,,,,,,,0.5141806602443366,0.4858193397556634,,,,
2022-09-26,2022,0,,BOS,BAL,1493.31999130187,1503.06695499972,0.5205002691883647,0.4794997308116353,,,1507.19860429401,1486.41625161535,,,,,,,0.5660933099367105,0.4339066900632895,,,,
2022-09-26,2022,0,,TOR,NYY,1543.70686835246,1563.36700424747,0.5062452416877884,0.4937547583122116,,,1547.89167739423,1572.17224857461,,,,,,,0.5160116642802138,0.48398833571978617,,,,
2022-09-26,2022,0,,WSN,ATL,1429.16021889296,1577.92179532897,0.32779270297687063,0.6722072970231294,,,1434.73453943147,1575.4411920904,,,,,,,0.34108778176502924,0.6589122182349707,,,,
